id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168
0,0.008957206,0.007507748,0.0063139163,0.009828108,0.019600634,0.04699486,0.070397116,0.06535012,0.06336163,0.06539078,0.06654134,0.06646899,0.064934194,0.06534127,0.06441748,0.06320228,0.060749,0.059110485,0.05438196,0.044607803,0.036681123,0.03355106,0.025691532,0.016049894,0.01167897,0.008479683,0.006255392,0.007200352,0.011102744,0.015993323,0.024388932,0.03273972,0.04050456,0.049503855,0.057361744,0.06443851,0.06733157,0.06680053,0.06640864,0.06574633,0.06310526,0.05785127,0.051522195,0.044652563,0.03874963,0.036931124,0.032277077,0.022010919,0.014144427,0.009583857,0.007080796,0.006949597,0.008443278,0.0107767135,0.01652857,0.021289254,0.030091599,0.044117104,0.056847043,0.065604135,0.067539506,0.06664647,0.064571075,0.06511939,0.0627911,0.060491882,0.057793427,0.05269015,0.048488036,0.042324696,0.028970916,0.018701717,0.011280081,0.009107532,0.008264801,0.012047068,0.02442135,0.05295767,0.07248704,0.06766637,0.06342937,0.06154717,0.060996443,0.062405463,0.062200528,0.06293851,0.06478884,0.06426082,0.06269973,0.06056059,0.050616182,0.03899867,0.031674366,0.027146604,0.020306906,0.01360368,0.009611209,0.008430952,0.0075526265,0.011466426,0.02187352,0.05056783,0.07499855,0.0692923,0.0656879,0.06515615,0.06369971,0.063166335,0.06026956,0.059050158,0.05922687,0.058393758,0.058807917,0.059012465,0.048895508,0.037115917,0.030593395,0.02776298,0.021024127,0.013340509,0.008849575,0.008138716,0.0074866135,0.011351832,0.021729732,0.052144185,0.07708171,0.06875622,0.064688794,0.06621702,0.066306755,0.065580286,0.061903555,0.060630515,0.05940577,0.058414165,0.060571566,0.060306307,0.0507581,0.039947815,0.03283999,0.029220939,0.021418605,0.01286147,0.009100259,0.008092361,0.0075761443,0.011598426,0.021949742,0.052883282,0.077064574,0.0686481,0.065807916,0.06691377,0.066692255,0.06703247,0.064878106,0.06340339,0.06210962,0.05983872,0.061058726,0.061740484,0.053037398,0.041561298,0.033009008,0.029730417,0.022537485,0.014157852
1,0.007098796,0.0058285072,0.0054744333,0.0070364233,0.020109726,0.05176851,0.07970297,0.08878492,0.0841391,0.0666363,0.058113705,0.05465161,0.05104854,0.055301324,0.054177977,0.04842991,0.043956652,0.041640133,0.04059148,0.037200425,0.029803231,0.02731225,0.02375763,0.016076569,0.011790993,0.008288117,0.0067378366,0.008310469,0.014639776,0.02601806,0.036106266,0.04164886,0.04747035,0.04663067,0.044621833,0.046457846,0.04634174,0.04634138,0.04549772,0.043802336,0.04360977,0.042551626,0.039079066,0.034654852,0.029055506,0.030481676,0.030156445,0.02265301,0.015324043,0.010832381,0.008310831,0.0061701722,0.007552403,0.010538459,0.014723282,0.019789629,0.02624039,0.034270965,0.041048855,0.04455814,0.043512464,0.04221811,0.040806577,0.04211407,0.040947683,0.040709868,0.038923528,0.03693872,0.03273614,0.031357612,0.025142483,0.016073894,0.008915053,0.0071314424,0.007112244,0.010433498,0.024415074,0.057051357,0.08991808,0.11896251,0.111413874,0.07010992,0.05344649,0.050001264,0.047205817,0.04756339,0.04831817,0.04508845,0.041540835,0.0401642,0.034835134,0.0287687,0.02439305,0.022876613,0.017086226,0.010326249,0.0068642935,0.00563318,0.0056175357,0.010545269,0.025562737,0.062543705,0.09140687,0.11933263,0.14573058,0.09669023,0.055689998,0.051134337,0.052492656,0.05610277,0.056694604,0.05230138,0.0461929,0.046018455,0.037694253,0.032818485,0.028443238,0.027392074,0.019784927,0.012540871,0.006181363,0.005327101,0.004785631,0.008282372,0.021113172,0.06440133,0.09372205,0.16894652,0.28810525,0.22420642,0.08092055,0.044075996,0.0522945,0.05385512,0.056009963,0.048203737,0.044886,0.04702834,0.037646923,0.029040169,0.02636203,0.027979802,0.01912649,0.010861726,0.0067653703,0.0059895767,0.0054792436,0.009624416,0.022786781,0.060194273,0.09291086,0.13682747,0.14844507,0.08856563,0.060665254,0.052425347,0.052273866,0.05324749,0.052657694,0.048898514,0.047659915,0.051739868,0.041958828,0.03237065,0.026023466,0.025479103,0.019220803,0.012522
2,0.018633476,0.014454711,0.012782317,0.013063593,0.023920616,0.047823157,0.08807066,0.11137586,0.10089123,0.091730766,0.08725332,0.08954447,0.089532904,0.092369616,0.100580566,0.10446314,0.10268317,0.09652695,0.087802306,0.07705392,0.06672831,0.061574858,0.055129893,0.039326463,0.026261482,0.019327212,0.014673288,0.011861127,0.014316903,0.019562587,0.029568654,0.040174194,0.05011105,0.06141342,0.069145635,0.078063086,0.082408875,0.08416743,0.08650461,0.08829867,0.09228226,0.09486827,0.086674064,0.07295613,0.06408624,0.06929674,0.061154515,0.04115961,0.02595818,0.01873874,0.014554022,0.009994189,0.009783716,0.011368055,0.016725972,0.022888849,0.034174338,0.05104889,0.064628385,0.07153116,0.07214854,0.07497478,0.07358359,0.07318799,0.07093113,0.07154446,0.0715639,0.068846226,0.061137043,0.057704225,0.041383184,0.026271626,0.020006109,0.015681105,0.013334436,0.015749164,0.02513569,0.04936882,0.083220325,0.097244866,0.090124205,0.073847435,0.06787271,0.06525459,0.06615973,0.06594956,0.075529635,0.08397108,0.09097142,0.0974089,0.069044255,0.048327632,0.041647416,0.039482232,0.031065311,0.02277026,0.014205116,0.010469157,0.008776478,0.012731797,0.024516895,0.059962384,0.09656324,0.1060491,0.09560068,0.08216021,0.075060435,0.07264505,0.0739865,0.07633044,0.090399005,0.09885612,0.093598634,0.0876312,0.0792028,0.062023964,0.04930518,0.048540585,0.040027965,0.025134817,0.015344147,0.010799721,0.009003317,0.0127072735,0.022143215,0.059515495,0.09461052,0.103813656,0.10578086,0.09639621,0.0821472,0.07454748,0.07469827,0.07581735,0.08815652,0.0964511,0.09217425,0.089036964,0.083372995,0.06528669,0.051185675,0.051677737,0.042922266,0.027297657,0.01495577,0.010154359,0.009549186,0.011895718,0.02190023,0.06204742,0.1008311,0.110659674,0.10456299,0.09239139,0.08540988,0.0822258,0.0822581,0.08199564,0.09209332,0.10283346,0.095071495,0.08933251,0.08589419,0.068140164,0.05180663,0.048663467,0.04156721,0.02771508
3,0.008190722,0.0065431623,0.0041889613,0.0068594385,0.017575633,0.036195263,0.07173163,0.09108814,0.07900835,0.068761736,0.06650718,0.07233834,0.08088768,0.0993197,0.15324399,0.1855681,0.18461888,0.19384386,0.1295605,0.050937466,0.040920276,0.037027072,0.027500466,0.017079003,0.0149500575,0.010554596,0.0063652573,0.006156453,0.009602225,0.012291455,0.018591683,0.024451502,0.03234066,0.04261844,0.052738916,0.05915263,0.06964028,0.09664301,0.1318531,0.13170394,0.14227907,0.17391425,0.14863156,0.082715586,0.049076818,0.04993423,0.04136473,0.030446567,0.014218602,0.008687388,0.005146848,0.0020949338,0.0040281797,0.0043652365,0.0098503465,0.014899048,0.022622276,0.032921214,0.046061844,0.0655331,0.078870885,0.09295483,0.10430213,0.10977269,0.124300405,0.12620068,0.10432836,0.08035691,0.06616089,0.05948551,0.038089357,0.021606876,0.00816534,0.006766065,0.0049344813,0.009233176,0.01954322,0.038352076,0.06563313,0.079344735,0.0711004,0.063184276,0.059769504,0.058283992,0.057616767,0.06166176,0.075231664,0.14235818,0.1937429,0.11051136,0.034222167,0.029537631,0.029704383,0.02791742,0.020263549,0.012954966,0.006769019,0.0050086463,0.0037163766,0.0068710623,0.016659696,0.038715724,0.071661346,0.08564781,0.07828013,0.066402145,0.059708547,0.057633393,0.060933042,0.0630109,0.07204671,0.079496086,0.082346335,0.074987486,0.05148646,0.037066974,0.03088896,0.029272564,0.020964779,0.012152297,0.0057543544,0.0034794463,0.0021427562,0.0051579643,0.0146993175,0.043064304,0.08134861,0.10454381,0.11851578,0.09478263,0.0668492,0.06376695,0.06556744,0.06855761,0.082615994,0.1060076,0.12810072,0.13023849,0.08559274,0.041264374,0.029376172,0.029761167,0.021783005,0.01245322,0.006508358,0.0037364727,0.0028846571,0.005123838,0.016409528,0.041200943,0.08076449,0.09572971,0.07981864,0.067936614,0.061573587,0.06249911,0.06286887,0.08534201,0.15348826,0.18141635,0.16177268,0.16501188,0.11902018,0.047599185,0.03325758,0.03299734,0.022444386,0.013275952
4,0.00801608,0.0070921397,0.006753114,0.008137948,0.011908117,0.02118795,0.03985994,0.05962654,0.059184045,0.041858174,0.029746782,0.024780154,0.022989068,0.021829916,0.022910532,0.021937704,0.02079016,0.021583974,0.021123536,0.018894272,0.01637147,0.01714643,0.015491896,0.012066032,0.0101149995,0.008546238,0.007043102,0.0070275543,0.008569761,0.010317015,0.014696263,0.017814118,0.020208554,0.023110887,0.023627277,0.025202887,0.02582085,0.024939885,0.025263924,0.025269888,0.02544672,0.025223885,0.02471963,0.022176286,0.020304251,0.022139648,0.021021392,0.016375855,0.01277584,0.010832254,0.009398804,0.009497986,0.009883346,0.010539656,0.014237425,0.017519154,0.019510463,0.023044381,0.025616875,0.027066214,0.026287355,0.025528634,0.024255544,0.02461522,0.024763674,0.024114087,0.023465257,0.02260468,0.02185683,0.021207863,0.017302658,0.012838538,0.0073185256,0.0064583905,0.006303507,0.008157169,0.011788056,0.022527033,0.043078635,0.05183742,0.049044896,0.04112621,0.029649673,0.02319283,0.021052588,0.01946301,0.020257002,0.0200079,0.018998982,0.019314244,0.017723102,0.015390105,0.012680487,0.012766546,0.010817576,0.008518154,0.0069008684,0.006688131,0.006807898,0.009094333,0.013513286,0.024636734,0.0470505,0.06169272,0.060612608,0.046013907,0.030123336,0.02432987,0.02242079,0.021110263,0.021021174,0.019862931,0.018667752,0.018770646,0.01806258,0.015566321,0.012834279,0.013594293,0.012176586,0.00931704,0.006940745,0.0062246835,0.00616379,0.007961526,0.011929386,0.022647016,0.045504145,0.059712626,0.056746993,0.04399864,0.029981885,0.024182355,0.022315837,0.020987794,0.02132865,0.020515889,0.019681782,0.01995211,0.019589841,0.017070364,0.014177841,0.015117647,0.013700703,0.010232324,0.0072394554,0.0066054016,0.0065446245,0.008565036,0.012847401,0.024001762,0.046435215,0.06274703,0.061117183,0.04589337,0.031028733,0.025562655,0.02373157,0.022199493,0.022875769,0.021795878,0.020541256,0.02106802,0.021381363,0.018973181,0.015547462,0.015923552,0.013938486,0.010595235
5,0.015189154,0.010374848,0.007730347,0.0065971557,0.007549352,0.010502345,0.02298549,0.038063332,0.046222992,0.045660812,0.050659806,0.057036802,0.06077105,0.06224658,0.070769675,0.08456257,0.085917175,0.07787172,0.06885762,0.05961849,0.04870908,0.04530554,0.03850414,0.029232096,0.021096217,0.014851283,0.011569472,0.008567329,0.008600434,0.008110094,0.013124643,0.020915426,0.030760493,0.040651064,0.04756605,0.054144766,0.057409897,0.05838728,0.058341227,0.061537307,0.061339892,0.060151763,0.05440571,0.046847627,0.039944664,0.04314514,0.04143584,0.030797267,0.01991776,0.014103039,0.0107994955,0.008794404,0.008848287,0.008634785,0.011634042,0.01594093,0.022821046,0.03232392,0.0393377,0.04609711,0.0496421,0.05041869,0.0507946,0.052685425,0.053491287,0.053740613,0.049860388,0.045109898,0.038509283,0.036705147,0.030672256,0.022935621,0.013392286,0.009138532,0.0073330645,0.007051289,0.008299587,0.00990327,0.01982664,0.03442721,0.044511124,0.04517943,0.04331615,0.04684668,0.051485308,0.052268595,0.058256026,0.0748379,0.10540881,0.15030053,0.1293969,0.07031916,0.047887746,0.039281376,0.03006769,0.02102106,0.013310908,0.009071554,0.007209325,0.0070903897,0.00796427,0.009389581,0.020204404,0.036502365,0.047709353,0.04557971,0.045146633,0.048405662,0.05411122,0.056133766,0.06472221,0.083338775,0.16375923,0.23960243,0.15802725,0.06437196,0.049014024,0.043335676,0.031230815,0.021697212,0.014195446,0.009738949,0.007287317,0.006767841,0.007702792,0.009498253,0.022005495,0.037866905,0.045648746,0.044586264,0.043613303,0.047687728,0.052424133,0.054521836,0.06285765,0.0934349,0.18174855,0.28308198,0.21986333,0.094322115,0.059420485,0.04950109,0.036933914,0.025181726,0.015407479,0.010473669,0.009067142,0.007918458,0.009177383,0.011017913,0.022770079,0.03926356,0.05026527,0.04766286,0.04581621,0.048454702,0.053462148,0.054854896,0.06481266,0.08204138,0.16593136,0.22676517,0.14512101,0.075360775,0.0563514,0.048094593,0.03668781,0.025698572
6,0.00847751,0.0068891095,0.00604323,0.006469028,0.009177359,0.014892867,0.031144671,0.049759034,0.054979257,0.05210224,0.049487352,0.047736533,0.048892193,0.049919665,0.06314708,0.10594738,0.12594683,0.08756876,0.050446805,0.035929132,0.028014455,0.025258027,0.020355122,0.015444424,0.012162663,0.008515402,0.0070052836,0.0061091287,0.007384967,0.009014424,0.015269598,0.024110585,0.031217575,0.037574798,0.041556165,0.0438008,0.044532917,0.044107966,0.043585524,0.04453496,0.04331482,0.04170789,0.0366518,0.031318817,0.028044742,0.029616188,0.025859352,0.017492231,0.013353762,0.010776335,0.008811954,0.0075955875,0.0077328756,0.0068140943,0.009683517,0.013907654,0.019863978,0.028559955,0.035299957,0.039005294,0.03914753,0.03768895,0.036599945,0.037589952,0.036542747,0.036167383,0.033496004,0.031720735,0.031217776,0.02989808,0.020370748,0.0124428235,0.0082516,0.006008029,0.0049898466,0.006104702,0.008730591,0.01617143,0.03341776,0.04909995,0.050376322,0.04488635,0.042179897,0.041016795,0.04136028,0.041631497,0.0487366,0.060979303,0.11655086,0.1161477,0.049200952,0.029726915,0.022726772,0.019686282,0.015760936,0.011866305,0.008139481,0.006075112,0.004806538,0.005389028,0.008932575,0.016107066,0.037182752,0.055205338,0.05400587,0.04674913,0.04260015,0.04153699,0.042469703,0.0433056,0.05176192,0.06751996,0.10790251,0.101370335,0.048660178,0.032246243,0.02484625,0.02198923,0.016999839,0.011540287,0.007743749,0.0057221875,0.0047294525,0.005606666,0.009026981,0.016090788,0.036159337,0.059756987,0.058865868,0.045518227,0.040507443,0.040092126,0.04166403,0.04285375,0.050687246,0.06421209,0.091588914,0.08610641,0.0485228,0.03294563,0.025777262,0.023218062,0.017937614,0.011676409,0.007953584,0.0062273126,0.0052321116,0.006093148,0.009076202,0.015497821,0.03291306,0.0590135,0.062160343,0.04738422,0.04163665,0.041654415,0.043829545,0.046359167,0.055612978,0.07149032,0.09434132,0.08899908,0.055448048,0.035646345,0.02696935,0.023868054,0.018423041,0.012121665
7,0.02073109,0.01290933,0.0089283725,0.005465527,0.006353055,0.009925741,0.024240747,0.041277874,0.051102027,0.04970522,0.05554597,0.06530638,0.072108306,0.075864576,0.09406931,0.1117559,0.119796425,0.12057633,0.09702371,0.073855504,0.06096115,0.06208385,0.05349164,0.041125104,0.029563058,0.021327408,0.016971244,0.009768083,0.008045103,0.007819713,0.015477293,0.027801536,0.038079225,0.047648527,0.05697173,0.064535975,0.06873876,0.07553652,0.07840681,0.08454647,0.084611215,0.08103744,0.07303547,0.0636699,0.056561314,0.063612364,0.059400603,0.041818358,0.030412048,0.020671502,0.01626674,0.010106767,0.0057663005,0.0044655474,0.008036186,0.015316152,0.022537407,0.03438747,0.048487153,0.05951074,0.06574464,0.075087264,0.0769188,0.081902385,0.08023299,0.07760816,0.07154085,0.06665793,0.059941523,0.058828585,0.046835512,0.029217515,0.016339678,0.009524329,0.006188268,0.004994549,0.006914719,0.010753049,0.023849702,0.038938247,0.046406463,0.04492392,0.04956703,0.057691365,0.06302653,0.06338343,0.07831577,0.10252525,0.121763565,0.1436152,0.10982711,0.061394125,0.05022902,0.048876934,0.038654845,0.026898904,0.015771236,0.00900203,0.005883715,0.0045311935,0.006416712,0.010646374,0.025596045,0.045039322,0.053294934,0.049563803,0.052291207,0.058634955,0.06448728,0.06463446,0.07993876,0.10663611,0.15154183,0.18162338,0.12518705,0.065542564,0.053811442,0.0542716,0.041387837,0.02878417,0.016941873,0.009941785,0.006631421,0.0044383705,0.005974288,0.009605016,0.02416968,0.044224583,0.054122437,0.048638046,0.05240204,0.059684563,0.06596334,0.065070294,0.08004972,0.10142652,0.14728464,0.17868313,0.12232483,0.07254736,0.05906672,0.058209073,0.043424346,0.02960093,0.016851561,0.009767523,0.0065862713,0.005053657,0.0067304596,0.010945227,0.02543753,0.044605456,0.05287236,0.04946328,0.053767346,0.062110823,0.06783351,0.06748535,0.08339842,0.11023251,0.1535245,0.17502573,0.120729186,0.07095003,0.05832194,0.05891397,0.04490368,0.03022239
8,0.017716724,0.01114526,0.008761619,0.005430883,0.008127188,0.016399598,0.03641469,0.058887944,0.069197044,0.06813516,0.06913969,0.073350586,0.07707452,0.07867822,0.09101499,0.10902284,0.1570691,0.18796584,0.12903094,0.07615877,0.060535215,0.05741711,0.0509807,0.038062885,0.02595454,0.01697961,0.012983134,0.0072100023,0.0066491757,0.0083410125,0.019051058,0.033245716,0.04558094,0.058321916,0.07087241,0.08377925,0.0891166,0.09268309,0.09211211,0.09289086,0.09278679,0.09251022,0.08423464,0.070117876,0.059659768,0.06681195,0.06565471,0.046814144,0.02682538,0.016519075,0.01262386,0.0077348575,0.0062375544,0.007733928,0.013221463,0.021117449,0.030944696,0.047494173,0.065574266,0.078620605,0.084073015,0.08744191,0.08495197,0.0870827,0.084549434,0.08140472,0.073623404,0.0650045,0.0601105,0.063238956,0.047628976,0.028270518,0.01687695,0.008734573,0.00460821,0.0044080885,0.007527644,0.016623478,0.040317737,0.0635615,0.067665316,0.063399024,0.06416454,0.06673792,0.06740425,0.06578162,0.073764555,0.09061457,0.10424244,0.14454475,0.13190913,0.074428454,0.05187877,0.043728136,0.03714279,0.027325159,0.0139292125,0.0074599367,0.004316993,0.002946333,0.006711673,0.016769774,0.040912107,0.06630489,0.06993995,0.06617448,0.06220737,0.06296244,0.06527982,0.06398496,0.07600218,0.09125538,0.104897395,0.15072037,0.14276776,0.07974683,0.05479197,0.050354965,0.040578276,0.027141169,0.0145203555,0.007822577,0.005265956,0.0037733736,0.0075052986,0.01655604,0.040695284,0.06689601,0.07334689,0.07002341,0.06707989,0.06958133,0.07282674,0.06978278,0.079769775,0.09222638,0.11152446,0.1689709,0.1534051,0.08365889,0.06175619,0.058454826,0.045473654,0.0294712,0.016687134,0.009480064,0.0058143325,0.0036993288,0.006883718,0.015360579,0.039334223,0.06747677,0.07587643,0.070571095,0.06669218,0.068346694,0.07169072,0.070307545,0.07979977,0.09528174,0.119487904,0.17262591,0.15689237,0.08869082,0.061329007,0.058612056,0.04734824,0.031874005
9,0.00786516,0.0045887567,0.003302657,0.0038042944,0.009915669,0.023041107,0.04439892,0.06330493,0.06420591,0.055646185,0.05229341,0.05267828,0.053479686,0.05292481,0.05671312,0.059535783,0.062037412,0.06206169,0.05234041,0.043735266,0.036314692,0.034747034,0.030886605,0.020940062,0.013428714,0.008206235,0.006074382,0.0049771257,0.00630934,0.009318903,0.01692325,0.026742205,0.035813518,0.045081086,0.049273353,0.05300959,0.055490043,0.057079192,0.05710621,0.057619043,0.056982905,0.056634672,0.053255,0.045240104,0.041189678,0.044993624,0.039917152,0.026504193,0.016066208,0.010971417,0.008447386,0.005513072,0.00570569,0.006205529,0.010443376,0.015516732,0.022256028,0.036158606,0.048619106,0.054406617,0.0538921,0.051616818,0.049012013,0.05008088,0.048123114,0.04769426,0.04592168,0.043705214,0.042461976,0.043501325,0.031213218,0.017776392,0.009601482,0.005300835,0.0028789723,0.0035820557,0.009244235,0.024472773,0.05248581,0.07328632,0.06929046,0.056990396,0.050854016,0.04454078,0.04327262,0.04345917,0.05081495,0.05718072,0.06013514,0.06386481,0.05256828,0.03900426,0.029428968,0.027075207,0.019891692,0.012029753,0.00722761,0.0043306146,0.0026538717,0.0035228617,0.008766791,0.024402253,0.052492235,0.075645596,0.08000125,0.064050645,0.04803393,0.04334486,0.04503016,0.045514353,0.04918007,0.052405633,0.054542143,0.05887466,0.050420314,0.037659563,0.030522209,0.029939381,0.023574896,0.014052998,0.008006409,0.004992797,0.003302209,0.004329905,0.010366268,0.025779406,0.054119132,0.07684245,0.07705869,0.062746026,0.05080316,0.045644153,0.0461786,0.045239754,0.048557796,0.05154011,0.054374084,0.0608646,0.05368097,0.040268965,0.032228284,0.03167018,0.025272721,0.015432046,0.008340738,0.0051801438,0.0034604482,0.004434826,0.010221438,0.02703654,0.052628946,0.070751004,0.07281341,0.059532385,0.04973617,0.046805102,0.048607107,0.049164314,0.052977722,0.056688093,0.05831039,0.06352363,0.055304196,0.041806392,0.033623647,0.03270571,0.025556859,0.015626755
